bundle, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.equinox.p2.ui.sdk, 117132, 33947, 146828, 43658, 198473, 60066, 312397, 88368, 345853, 99925, 342864, 101268, 342865, 101409, 382640, 112065, 126489, 55317
org.eclipse.equinox.p2.updatechecker, 117165, 33954, 146855, 43656, 198456, 60054, 311553, 88334, 344711, 99844, 341715, 101168, 341602, 101305, 381600, 111989, 126063, 55178
org.eclipse.equinox.p2.updatesite, 44891, 25488, 44504, 26132, 57604, 34410, 83890, 49334, 85125, 50590, 80575, 47070, 80003, 46378, 88589, 51167, 30047, 20034
org.eclipse.equinox.preferences, 119633, 34262, 148465, 43881, 200420, 60329, 315919, 88715, 350331, 100350, 347562, 101732, 347776, 101991, 388057, 112693, 128165, 55737
org.eclipse.equinox.preferences.jmx, 266, 96, 429, 142, 493, 182, 689, 229, 620, 228, 783, 260, 805, 273, 1019, 352, 242, 144
org.eclipse.equinox.registry, 119602, 34264, 148477, 43879, 200405, 60329, 315582, 88725, 350405, 100383, 347492, 101763, 347661, 102027, 388012, 112734, 128029, 55710
org.eclipse.equinox.registry.jmx, 268, 98, 433, 142, 495, 182, 692, 229, 622, 231, 780, 261, 817, 279, 1017, 353, 237, 141
org.eclipse.equinox.security, 116665, 33888, 147638, 43717, 199768, 60187, 315190, 88604, 349747, 100252, 347178, 101662, 347411, 101923, 387685, 112642, 128148, 55727
org.eclipse.equinox.security.ui, 5661, 3197, 7312, 3852, 8720, 4521, 12687, 6293, 13940, 6710, 14927, 7067, 14857, 7107, 16112, 7546, 4941, 3230
org.eclipse.equinox.simpleconfigurator, 118782, 33912, 148930, 43709, 201350, 60023, 317567, 88433, 353152, 100094, 350227, 101507, 349903, 101697, 391476, 112362, 129145, 55669
org.eclipse.equinox.simpleconfigurator.manipulator, 117293, 33983, 147098, 43682, 198727, 60089, 313122, 88408, 346711, 99974, 343771, 101320, 343861, 101466, 383603, 112146, 126797, 55397
org.eclipse.gef, 7170, 4580, 9291, 5721, 11056, 6848, 17085, 10447, 19703, 11803, 20947, 12373, 21109, 12381, 23971, 13970, 7713, 5559
org.eclipse.gef.examples.ui.pde, 9, 6, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 7, 7, 0, 0, 0, 0
org.eclipse.gmf.bridge.ui, 49, 41, 7, 6, 21, 16, 55, 43, 68, 56, 75, 60, 57, 47, 62, 51, 0, 0
org.eclipse.gmf.bridge.ui.dashboard, 13, 11, 0, 0, 0, 0, 23, 14, 30, 21, 36, 28, 37, 24, 38, 21, 0, 0
org.eclipse.gmf.codegen, 51, 29, 27, 7, 7, 6, 28, 16, 52, 34, 39, 30, 56, 44, 42, 26, 12, 6
org.eclipse.gmf.codegen.edit, 8, 6, 0, 0, 0, 0, 0, 0, 17, 12, 9, 7, 43, 36, 33, 19, 0, 0
org.eclipse.gmf.codegen.ui, 27, 16, 0, 0, 0, 0, 0, 0, 25, 18, 23, 22, 21, 18, 25, 19, 0, 0
org.eclipse.gmf.common, 48, 26, 0, 0, 23, 16, 68, 41, 58, 38, 64, 46, 92, 56, 90, 53, 9, 8
org.eclipse.gmf.ecore.editor, 315, 185, 285, 160, 341, 183, 602, 308, 717, 357, 671, 365, 663, 321, 676, 345, 151, 104
org.eclipse.gmf.graphdef.edit, 46, 26, 7, 6, 22, 15, 49, 30, 61, 34, 64, 45, 85, 51, 85, 40, 10, 7
org.eclipse.gmf.map, 92, 38, 33, 10, 30, 21, 44, 31, 85, 52, 77, 53, 83, 50, 79, 45, 14, 6
org.eclipse.gmf.map.edit, 33, 17, 0, 0, 8, 7, 35, 26, 47, 27, 34, 25, 71, 43, 64, 32, 0, 0
org.eclipse.gmf.runtime.common.core, 589, 388, 532, 332, 775, 451, 1179, 652, 1308, 727, 1229, 697, 1248, 637, 1350, 740, 325, 230
org.eclipse.gmf.runtime.common.ui, 589, 385, 547, 333, 743, 439, 1114, 646, 1302, 724, 1216, 686, 1217, 621, 1325, 725, 325, 228
org.eclipse.gmf.runtime.common.ui.action, 363, 218, 316, 185, 441, 249, 728, 417, 889, 470, 858, 483, 862, 452, 949, 512, 179, 128
org.eclipse.gmf.runtime.common.ui.action.ide, 355, 211, 309, 186, 429, 247, 725, 416, 876, 460, 845, 476, 900, 460, 944, 507, 197, 140
org.eclipse.gmf.runtime.common.ui.services, 377, 226, 313, 186, 442, 252, 746, 423, 899, 473, 868, 486, 863, 444, 940, 513, 194, 140
org.eclipse.gmf.runtime.common.ui.services.action, 367, 217, 325, 189, 451, 257, 743, 422, 912, 473, 883, 497, 870, 453, 942, 519, 197, 140
org.eclipse.gmf.runtime.common.ui.services.properties, 165, 112, 164, 106, 181, 123, 314, 189, 446, 255, 375, 237, 454, 232, 448, 256, 102, 64
org.eclipse.gmf.runtime.diagram.core, 865, 562, 831, 501, 1120, 638, 1632, 884, 1861, 946, 1670, 883, 1624, 847, 1757, 924, 476, 316
org.eclipse.gmf.runtime.diagram.ui, 536, 358, 486, 316, 654, 396, 1018, 607, 1184, 670, 1082, 625, 1079, 573, 1203, 679, 279, 202
org.eclipse.gmf.runtime.diagram.ui.actions, 359, 216, 327, 192, 446, 251, 761, 432, 903, 474, 884, 491, 887, 457, 978, 524, 205, 147
org.eclipse.gmf.runtime.diagram.ui.geoshapes, 62, 53, 43, 36, 46, 42, 131, 116, 151, 126, 166, 134, 151, 126, 126, 108, 24, 22
org.eclipse.gmf.runtime.diagram.ui.printing, 82, 50, 45, 27, 78, 54, 182, 101, 253, 150, 194, 120, 209, 114, 204, 116, 15, 11
org.eclipse.gmf.runtime.diagram.ui.printing.render, 83, 50, 46, 28, 78, 54, 179, 99, 257, 151, 191, 119, 210, 114, 207, 117, 23, 17
org.eclipse.gmf.runtime.diagram.ui.properties, 164, 113, 170, 105, 182, 128, 331, 195, 422, 250, 375, 237, 450, 229, 454, 257, 91, 56
org.eclipse.gmf.runtime.diagram.ui.providers, 368, 223, 321, 189, 455, 256, 757, 431, 902, 474, 879, 486, 866, 447, 992, 525, 209, 147
org.eclipse.gmf.runtime.diagram.ui.providers.ide, 346, 210, 315, 187, 438, 249, 747, 423, 879, 462, 854, 474, 861, 451, 946, 519, 206, 148
org.eclipse.gmf.runtime.diagram.ui.render, 367, 224, 321, 195, 439, 255, 766, 435, 875, 458, 850, 473, 908, 456, 946, 509, 197, 138
org.eclipse.gmf.runtime.diagram.ui.resources.editor, 376, 231, 329, 189, 467, 259, 772, 438, 931, 481, 889, 494, 945, 468, 1029, 533, 210, 148
org.eclipse.gmf.runtime.diagram.ui.resources.editor.ide, 19, 11, 8, 6, 9, 7, 34, 22, 34, 21, 33, 19, 32, 14, 0, 0, 7, 6
org.eclipse.gmf.runtime.draw2d.ui, 470, 310, 391, 249, 546, 322, 903, 526, 1030, 579, 964, 551, 981, 520, 1066, 592, 230, 163
org.eclipse.gmf.runtime.draw2d.ui.render, 365, 225, 321, 194, 442, 256, 767, 437, 909, 475, 892, 504, 943, 473, 1008, 545, 225, 159
org.eclipse.gmf.runtime.emf.clipboard.core, 145, 115, 104, 82, 136, 109, 298, 238, 311, 233, 342, 258, 281, 223, 332, 245, 50, 44
org.eclipse.gmf.runtime.emf.commands.core, 366, 228, 332, 196, 457, 255, 747, 429, 939, 494, 923, 508, 938, 471, 993, 530, 201, 144
org.eclipse.gmf.runtime.emf.core, 584, 361, 598, 335, 848, 441, 1290, 670, 1421, 720, 1377, 728, 1334, 665, 1439, 748, 362, 256
org.eclipse.gmf.runtime.emf.type.core, 377, 231, 326, 198, 450, 257, 776, 443, 933, 489, 911, 501, 909, 468, 995, 535, 206, 148
org.eclipse.gmf.runtime.emf.type.ui, 200, 136, 177, 111, 184, 118, 440, 278, 476, 275, 468, 287, 528, 286, 491, 307, 97, 67
org.eclipse.gmf.runtime.emf.ui, 365, 233, 331, 209, 442, 254, 755, 439, 887, 480, 874, 497, 899, 455, 935, 513, 190, 131
org.eclipse.gmf.runtime.emf.ui.properties, 130, 88, 142, 95, 140, 97, 262, 164, 360, 213, 336, 217, 415, 207, 373, 223, 69, 43
org.eclipse.gmf.runtime.gef.ui, 395, 241, 352, 206, 484, 269, 821, 455, 959, 502, 909, 507, 923, 471, 1028, 539, 224, 155
org.eclipse.gmf.runtime.notation, 538, 309, 461, 260, 618, 328, 1032, 552, 1338, 659, 1272, 644, 1293, 619, 1302, 656, 349, 235
org.eclipse.gmf.runtime.notation.edit, 332, 207, 313, 190, 389, 217, 701, 410, 905, 432, 939, 483, 887, 432, 929, 485, 200, 131
org.eclipse.gmf.tooldef, 86, 38, 32, 10, 31, 22, 45, 31, 94, 58, 78, 55, 88, 52, 102, 53, 16, 7
org.eclipse.gmf.tooldef.edit, 33, 17, 0, 0, 10, 9, 35, 25, 45, 25, 43, 32, 75, 44, 58, 28, 9, 6
org.eclipse.gmf.validate, 97, 43, 36, 10, 39, 28, 53, 35, 101, 62, 81, 57, 93, 54, 96, 48, 15, 7
org.eclipse.gmf.xpand, 22, 12, 0, 0, 0, 0, 8, 6, 67, 24, 78, 32, 75, 26, 103, 34, 18, 6
org.eclipse.help, 119497, 34261, 148372, 43858, 200293, 60314, 315762, 88689, 350247, 100335, 347573, 101737, 347654, 101960, 387862, 112672, 128091, 55730
org.eclipse.help.base, 9816, 6845, 11160, 7645, 15003, 10035, 21765, 14578, 23107, 15380, 21769, 14665, 22095, 14783, 24563, 16278, 7799, 5923
org.eclipse.help.ui, 7759, 5786, 8484, 6204, 11787, 8303, 17466, 12288, 18356, 12954, 16816, 12045, 17057, 12041, 18999, 13346, 6059, 4662
org.eclipse.help.webapp, 4260, 3479, 4167, 3328, 5360, 4278, 7920, 6326, 7855, 6328, 7268, 5880, 7443, 5952, 8081, 6498, 2459, 2083
org.eclipse.hyades.execution, 1111, 620, 1461, 830, 1872, 1059, 2344, 1318, 2445, 1411, 2656, 1480, 2832, 1632, 3047, 1757, 892, 701
org.eclipse.hyades.lta.sdb, 18, 15, 10, 7, 12, 7, 19, 17, 15, 15, 8, 8, 15, 11, 8, 8, 0, 0
org.eclipse.hyades.probekit, 371, 223, 485, 300, 549, 360, 745, 494, 813, 538, 820, 544, 897, 618, 914, 631, 228, 193
org.eclipse.hyades.test.core, 134, 86, 95, 60, 167, 82, 263, 137, 275, 146, 253, 139, 275, 152, 275, 155, 76, 53
org.eclipse.hyades.test.tools.core, 106, 61, 84, 51, 122, 51, 202, 98, 231, 121, 228, 118, 223, 122, 196, 100, 40, 30
org.eclipse.hyades.test.tools.ui, 9, 9, 19, 17, 21, 7, 22, 18, 30, 27, 20, 16, 29, 26, 19, 18, 6, 6
org.eclipse.hyades.test.ui, 47, 43, 25, 23, 46, 26, 42, 34, 58, 50, 49, 41, 59, 52, 59, 52, 11, 11
org.eclipse.hyades.trace.ui, 917, 531, 1259, 734, 1594, 954, 2064, 1205, 2110, 1267, 2291, 1336, 2471, 1487, 2649, 1573, 783, 620
org.eclipse.hyades.trace.views, 50, 42, 49, 31, 46, 31, 48, 41, 71, 54, 54, 40, 66, 42, 48, 33, 12, 10
org.eclipse.hyades.ui, 88, 73, 88, 62, 101, 62, 164, 118, 205, 133, 215, 135, 161, 112, 134, 97, 18, 16
org.eclipse.jdt.apt.core, 65275, 22648, 89583, 30450, 124748, 43016, 204978, 64580, 237068, 74737, 237827, 76432, 233326, 75941, 262687, 83817, 86955, 42781
org.eclipse.jdt.apt.pluggable.core, 36267, 13850, 50682, 18883, 75077, 27781, 129661, 43698, 153889, 51286, 150822, 51813, 147235, 50910, 166764, 56833, 56462, 28225
org.eclipse.jdt.apt.ui, 452, 435, 610, 580, 812, 745, 1243, 1139, 1310, 1231, 1405, 1331, 1348, 1282, 1470, 1374, 409, 398
org.eclipse.jdt.core, 99771, 29530, 130688, 38922, 177112, 53892, 284934, 80016, 320531, 91195, 320462, 93032, 320799, 93696, 358385, 103374, 118458, 52401
org.eclipse.jdt.core.manipulation, 99421, 29479, 130253, 38877, 176681, 53818, 283686, 79932, 319314, 91101, 319148, 92921, 319455, 93627, 357202, 103295, 118078, 52299
org.eclipse.jdt.debug, 50493, 21337, 68863, 28737, 96320, 40508, 156797, 61021, 181133, 70359, 182433, 71898, 179415, 71580, 202987, 79243, 66550, 38788
org.eclipse.jdt.debug.ui, 47366, 20833, 65309, 28154, 91912, 39834, 150505, 60156, 173689, 69350, 174733, 70774, 171251, 70272, 193909, 77797, 63777, 37890
org.eclipse.jdt.junit, 46661, 19155, 63939, 26094, 90196, 37307, 148072, 56546, 173197, 65613, 173642, 66877, 170117, 66460, 191693, 73575, 63117, 36203
org.eclipse.jdt.launching, 78627, 25637, 105433, 33970, 143947, 47463, 233518, 70768, 267997, 81575, 269050, 83308, 265921, 83164, 298048, 91872, 98207, 46503
org.eclipse.jdt.launching.macosx, 7420, 2124, 8978, 2622, 11913, 3726, 19071, 5338, 21874, 6153, 21146, 6347, 21877, 6619, 24822, 7315, 7709, 3674
org.eclipse.jdt.ui, 99437, 29483, 130290, 38887, 176760, 53794, 284392, 79933, 319962, 91089, 320051, 92946, 320254, 93614, 357890, 103258, 118300, 52369
org.eclipse.jem, 51008, 20355, 70223, 27418, 86375, 34331, 130062, 48945, 146056, 55486, 151734, 56965, 151719, 57621, 168602, 63295, 55021, 30869
org.eclipse.jem.beaninfo, 264, 156, 402, 239, 523, 300, 1117, 620, 1319, 712, 1461, 762, 1344, 720, 1646, 860, 412, 277
org.eclipse.jem.proxy, 438, 253, 739, 413, 1072, 615, 2019, 1078, 2519, 1304, 2770, 1416, 2708, 1384, 3242, 1628, 872, 597
org.eclipse.jem.ui, 30004, 12129, 44529, 17266, 55850, 21946, 83080, 30834, 94818, 35419, 103348, 38012, 106771, 39491, 118338, 43441, 38532, 21805
org.eclipse.jem.util, 76483, 24058, 103118, 32063, 126096, 40547, 191330, 58196, 214176, 66246, 219877, 68315, 221449, 69736, 244691, 76413, 79837, 38213
org.eclipse.jem.workbench, 32533, 13400, 46123, 18400, 54954, 22333, 78757, 30363, 89214, 34621, 96524, 36787, 96582, 37208, 106992, 40782, 34792, 19973
org.eclipse.jet, 142, 83, 103, 64, 191, 126, 245, 156, 218, 150, 263, 136, 214, 120, 260, 154, 61, 49
org.eclipse.jet.core, 142, 84, 103, 64, 201, 125, 247, 157, 254, 166, 296, 148, 232, 129, 305, 178, 73, 55
org.eclipse.jet.ui, 3461, 1259, 4085, 1406, 5179, 1850, 7317, 2480, 7721, 2651, 7887, 2700, 7486, 2603, 8140, 2893, 2500, 1247
org.eclipse.jface, 119422, 34212, 148291, 43846, 200038, 60216, 315869, 88640, 350529, 100301, 347798, 101653, 347817, 101885, 388056, 112590, 128069, 55723
org.eclipse.jpt.core, 22154, 10970, 31036, 14978, 36904, 17926, 52076, 24376, 58965, 27709, 63621, 29575, 65674, 30301, 74878, 33708, 24384, 15866
org.eclipse.jpt.db, 594, 338, 774, 434, 833, 486, 1114, 633, 1412, 812, 1541, 843, 1420, 811, 1513, 839, 418, 296
org.eclipse.jpt.eclipselink.core, 54, 29, 59, 28, 73, 42, 202, 93, 327, 153, 282, 128, 246, 122, 232, 113, 56, 41
org.eclipse.jpt.eclipselink.ui, 32, 22, 30, 13, 22, 19, 88, 47, 165, 93, 165, 89, 137, 75, 80, 49, 11, 8
org.eclipse.jpt.ui, 1544, 1180, 1745, 1278, 1826, 1331, 2486, 1833, 2906, 2087, 2834, 2049, 2740, 2008, 2989, 2134, 955, 788
org.eclipse.jsch.core, 118499, 33949, 149499, 43794, 202064, 60275, 317317, 88698, 353595, 100493, 351690, 101718, 352043, 102148, 392990, 112737, 129780, 56517
org.eclipse.jsch.ui, 2245, 1092, 2748, 1291, 3044, 1506, 4573, 2149, 5423, 2439, 5314, 2427, 5533, 2492, 5810, 2638, 1676, 1085
org.eclipse.jst.common.annotations.ui, 692, 588, 940, 807, 1248, 1020, 1709, 1416, 1825, 1550, 1937, 1678, 1927, 1661, 2082, 1760, 618, 578
org.eclipse.jst.common.frameworks, 32176, 13295, 45263, 18131, 53529, 21936, 77071, 29944, 86942, 34118, 93908, 36124, 93742, 36434, 103866, 40058, 33792, 19540
org.eclipse.jst.common.project.facet.core, 63071, 21731, 88926, 29388, 109758, 36898, 166336, 52274, 187637, 59359, 193814, 61311, 194154, 62156, 214889, 68117, 70100, 34763
org.eclipse.jst.common.project.facet.ui, 104, 100, 148, 138, 163, 153, 215, 202, 243, 228, 249, 231, 242, 224, 270, 262, 45, 45
org.eclipse.jst.ejb.ui, 721, 625, 958, 843, 1253, 1060, 2042, 1762, 2268, 1984, 2146, 1863, 2055, 1817, 2092, 1813, 675, 630
org.eclipse.jst.j2ee, 50684, 20249, 70479, 27384, 86461, 34235, 130244, 48701, 146240, 55149, 152821, 56767, 152807, 57490, 169268, 62966, 55411, 30961
org.eclipse.jst.j2ee.core, 50790, 20237, 70390, 27348, 86443, 34210, 129966, 48680, 145960, 55169, 152047, 56706, 152079, 57384, 168385, 62925, 55018, 30838
org.eclipse.jst.j2ee.ejb, 23764, 11573, 33708, 15952, 40143, 19208, 57373, 26360, 64942, 29889, 69846, 31792, 69182, 32019, 76956, 35029, 25053, 16365
org.eclipse.jst.j2ee.ejb.annotations.xdoclet, 867, 633, 937, 702, 1094, 778, 1512, 1117, 1557, 1111, 1582, 1134, 1528, 1088, 1774, 1235, 492, 393
org.eclipse.jst.j2ee.jca, 23403, 11323, 33299, 15713, 39500, 18759, 56331, 25648, 63886, 29136, 68919, 31245, 68572, 31436, 76060, 34476, 24808, 16157
org.eclipse.jst.j2ee.jca.ui, 43, 42, 54, 50, 70, 59, 99, 92, 111, 107, 124, 115, 63, 62, 92, 88, 9, 9
org.eclipse.jst.j2ee.navigator.ui, 13183, 6206, 18733, 8385, 24166, 10832, 42298, 19226, 53697, 24300, 58511, 25732, 59625, 26512, 67317, 29535, 22298, 13391
org.eclipse.jst.j2ee.ui, 28346, 13823, 38147, 17979, 46580, 22264, 70093, 32281, 77812, 35425, 80586, 35929, 80044, 36109, 89389, 39711, 29480, 17567
org.eclipse.jst.j2ee.web, 31755, 13344, 45062, 18171, 53972, 22002, 77575, 29984, 87269, 34124, 94645, 36345, 94648, 36562, 104490, 40256, 34023, 19712
org.eclipse.jst.j2ee.webservice, 33232, 14246, 43762, 18429, 52671, 22659, 78717, 32677, 85003, 35368, 86502, 35715, 85878, 35841, 95486, 39220, 31602, 17358
org.eclipse.jst.j2ee.webservice.ui, 33189, 14226, 43787, 18410, 52503, 22612, 78632, 32665, 85079, 35395, 86547, 35677, 86039, 35833, 95660, 39266, 31698, 17404
org.eclipse.jst.jee, 50606, 20213, 70817, 27411, 86893, 34211, 130784, 48684, 147081, 55153, 153584, 56748, 153532, 57457, 170244, 62999, 55641, 31022
org.eclipse.jst.jee.ejb, 6223, 3584, 8815, 4905, 10712, 5936, 15613, 8335, 18108, 9642, 18781, 10008, 18033, 9779, 20183, 10719, 6888, 4733
org.eclipse.jst.jee.ui, 19472, 9444, 27754, 12728, 34555, 15781, 54154, 24308, 63274, 28203, 66780, 29008, 66472, 29333, 74237, 32331, 24442, 14653
org.eclipse.jst.jee.web, 6232, 3590, 8806, 4904, 10712, 5934, 15598, 8325, 18111, 9650, 18764, 10003, 18052, 9772, 20160, 10705, 6859, 4714
org.eclipse.jst.jsf.apache.trinidad.tagsupport, 491, 348, 700, 443, 812, 512, 1146, 737, 1204, 747, 1438, 840, 1071, 681, 1223, 785, 359, 270
org.eclipse.jst.jsf.common, 74202, 22842, 101810, 30733, 123685, 38403, 186239, 54243, 207279, 61284, 213033, 63172, 213518, 64033, 235694, 70014, 76985, 35810
org.eclipse.jst.jsf.common.runtime, 723, 421, 982, 572, 1116, 631, 1711, 990, 1983, 1078, 2027, 1121, 2009, 1100, 2084, 1156, 620, 456
org.eclipse.jst.jsf.common.ui, 1639, 1007, 2172, 1310, 2452, 1438, 3444, 2020, 3874, 2206, 4020, 2307, 3702, 2111, 3957, 2302, 1207, 878
org.eclipse.jst.jsf.core, 74668, 22919, 102310, 30790, 124704, 38531, 187663, 54354, 208556, 61437, 214263, 63287, 214671, 64169, 236848, 70139, 77300, 35881
org.eclipse.jst.jsf.facesconfig, 877, 538, 1214, 772, 1504, 961, 2450, 1527, 2933, 1834, 3165, 1962, 3035, 1871, 3275, 2032, 932, 744
org.eclipse.jst.jsf.facesconfig.ui, 568, 423, 756, 585, 818, 608, 1197, 896, 1253, 949, 1296, 941, 1138, 854, 1290, 916, 374, 301
org.eclipse.jst.jsf.ui, 11960, 6526, 17289, 9050, 22274, 11500, 38127, 18759, 48634, 23455, 55253, 26224, 56441, 26992, 64357, 30273, 21183, 14022
org.eclipse.jst.jsp.core, 41071, 17564, 58802, 24168, 72435, 30330, 107634, 42976, 123339, 49204, 129365, 51082, 128629, 51446, 142480, 56423, 46088, 27666
org.eclipse.jst.jsp.ui, 13795, 7954, 19858, 11225, 23923, 13541, 34376, 18720, 39542, 21715, 42131, 22929, 40774, 22635, 45165, 24713, 14734, 10789
org.eclipse.jst.pagedesigner, 1159, 669, 1600, 906, 1907, 1056, 2650, 1469, 3041, 1627, 3202, 1728, 2982, 1609, 3191, 1790, 931, 663
org.eclipse.jst.pagedesigner.jsf.ui, 496, 352, 692, 443, 813, 517, 1138, 746, 1215, 757, 1472, 857, 1069, 686, 1237, 799, 369, 278
org.eclipse.jst.pagedesigner.jsp.core, 510, 359, 689, 442, 814, 513, 1153, 754, 1207, 757, 1479, 861, 1070, 690, 1246, 803, 365, 274
org.eclipse.jst.server.core, 25118, 11072, 35589, 15116, 44372, 19147, 64643, 27047, 74396, 31042, 79187, 32242, 77767, 32049, 85888, 34993, 28305, 16751
org.eclipse.jst.server.generic.core, 6015, 3052, 8412, 4266, 10438, 5221, 15030, 7253, 17179, 8249, 18447, 8763, 18012, 8661, 19533, 9277, 6210, 4087
org.eclipse.jst.server.generic.ui, 1494, 1218, 1768, 1470, 2051, 1698, 2929, 2385, 3077, 2514, 3061, 2476, 2810, 2285, 3094, 2498, 946, 824
org.eclipse.jst.server.preview.adapter, 3474, 2273, 4948, 3120, 6197, 3806, 9135, 5524, 10466, 6297, 10811, 6460, 10081, 6204, 11211, 6764, 3676, 2731
org.eclipse.jst.server.tomcat.core, 16435, 6753, 23627, 9183, 28535, 11214, 40349, 15032, 46569, 17199, 50841, 18388, 49448, 18232, 55115, 20078, 18357, 10100
org.eclipse.jst.server.tomcat.ui, 7850, 4688, 10899, 6220, 13250, 7452, 18950, 10242, 21666, 11638, 22916, 12052, 21961, 11808, 24775, 13111, 8191, 5799
org.eclipse.jst.server.ui, 22700, 12159, 32939, 17254, 42437, 22229, 66399, 32385, 77387, 37508, 78455, 38505, 75568, 38069, 84206, 41803, 28066, 19492
org.eclipse.jst.servlet.ui, 22376, 11312, 31349, 15157, 38397, 18623, 56873, 26716, 63329, 29476, 66092, 30184, 64608, 29926, 72228, 33159, 23780, 14930
org.eclipse.jst.ws, 409, 342, 452, 390, 559, 457, 678, 566, 826, 678, 837, 695, 790, 654, 907, 727, 286, 257
org.eclipse.jst.ws.axis.consumption.core, 286, 253, 333, 299, 365, 310, 500, 435, 624, 530, 646, 545, 615, 524, 643, 558, 185, 166
org.eclipse.jst.ws.axis.consumption.ui, 319, 282, 341, 308, 391, 323, 551, 477, 647, 554, 682, 578, 634, 541, 671, 579, 189, 171
org.eclipse.jst.ws.axis.creation.ui, 183, 156, 213, 178, 311, 245, 385, 320, 482, 394, 533, 433, 533, 438, 552, 453, 126, 114
org.eclipse.jst.ws.axis2.consumption.core, 10, 8, 26, 22, 19, 17, 32, 26, 31, 29, 87, 71, 63, 50, 95, 72, 7, 6
org.eclipse.jst.ws.axis2.consumption.ui, 8, 7, 0, 0, 9, 8, 15, 14, 18, 17, 42, 38, 28, 22, 38, 33, 0, 0
org.eclipse.jst.ws.axis2.core, 219, 189, 208, 189, 185, 161, 284, 250, 349, 315, 330, 290, 279, 245, 343, 298, 95, 89
org.eclipse.jst.ws.axis2.creation.ui, 16, 14, 40, 35, 42, 36, 55, 45, 76, 64, 119, 99, 105, 88, 132, 104, 6, 6
org.eclipse.jst.ws.axis2.ui, 154, 144, 165, 156, 137, 125, 209, 198, 268, 252, 227, 217, 164, 157, 212, 197, 80, 76
org.eclipse.jst.ws.consumption, 366, 304, 435, 377, 506, 414, 646, 538, 770, 633, 798, 665, 731, 604, 848, 682, 242, 216
org.eclipse.jst.ws.consumption.ui, 502, 424, 575, 509, 668, 555, 860, 716, 993, 825, 1022, 871, 884, 742, 1062, 874, 336, 302
org.eclipse.jst.ws.creation.ui, 258, 228, 320, 288, 347, 290, 449, 383, 556, 472, 590, 514, 512, 436, 628, 532, 193, 179
org.eclipse.jst.ws.uddiregistry, 197, 171, 259, 226, 322, 266, 377, 315, 508, 428, 516, 443, 477, 400, 546, 459, 154, 142
org.eclipse.jst.ws.ui, 573, 487, 638, 565, 728, 606, 972, 808, 1106, 928, 1102, 943, 966, 819, 1161, 963, 366, 331
org.eclipse.ltk.core.refactoring, 84241, 28566, 110432, 37584, 149773, 51936, 242590, 77068, 276083, 88452, 275959, 89976, 274081, 90235, 306403, 99417, 100694, 49396
org.eclipse.ltk.ui.refactoring, 69077, 25588, 91594, 33762, 126781, 47268, 206893, 70619, 237484, 81247, 238190, 82754, 235409, 82623, 264063, 91347, 87083, 44941
org.eclipse.m2m.atl.adt.editor, 3909, 1465, 5066, 1682, 5985, 2076, 8017, 2626, 8262, 2822, 8558, 2905, 8415, 2837, 8815, 3070, 2623, 1365
org.eclipse.m2m.atl.adt.perspective, 6, 6, 0, 0, 0, 0, 16, 16, 8, 8, 0, 0, 16, 15, 9, 8, 0, 0
org.eclipse.m2m.atl.adt.wizard, 5129, 1709, 6312, 1937, 7709, 2393, 10691, 3165, 11206, 3381, 11311, 3421, 10860, 3309, 11692, 3663, 3564, 1659
org.eclipse.m2m.atl.engine, 16, 6, 0, 0, 0, 0, 75, 7, 55, 21, 101, 23, 93, 34, 73, 29, 0, 0
org.eclipse.m2m.atl.engine.vm, 3916, 1464, 5103, 1683, 6023, 2069, 8044, 2630, 8302, 2822, 8566, 2897, 8418, 2838, 8817, 3068, 2624, 1370
org.eclipse.m2m.qvt.oml, 583, 328, 749, 395, 941, 504, 1208, 595, 1220, 623, 1138, 601, 1201, 615, 1191, 596, 382, 241
org.eclipse.m2m.qvt.oml.common, 553, 318, 709, 378, 925, 495, 1169, 575, 1176, 606, 1105, 588, 1166, 601, 1150, 579, 349, 222
org.eclipse.m2m.qvt.oml.runtime, 117, 60, 97, 58, 136, 88, 172, 112, 95, 65, 145, 92, 106, 73, 128, 86, 35, 30
org.eclipse.m2m.qvt.oml.samples, 13, 9, 23, 7, 6, 6, 11, 8, 18, 12, 12, 9, 22, 12, 7, 6, 0, 0
org.eclipse.m2m.qvt.oml.ui, 602, 336, 798, 412, 1013, 526, 1317, 634, 1282, 652, 1232, 632, 1240, 630, 1270, 635, 397, 250
org.eclipse.mylyn.bugzilla.core, 109325, 31642, 145830, 42119, 196935, 58002, 316028, 86104, 357147, 98154, 357599, 99970, 357377, 100433, 399466, 110699, 131961, 56935
org.eclipse.mylyn.bugzilla.ide, 3915, 757, 1025, 258, 895, 191, 1016, 213, 829, 175, 625, 145, 393, 95, 402, 108, 53, 28
org.eclipse.mylyn.bugzilla.ui, 109134, 31636, 145850, 42110, 197012, 57995, 315843, 86047, 357087, 98101, 357713, 99893, 357462, 100382, 399759, 110677, 131959, 56955
