bundle, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.uml2.diagram.activity, 324, 214, 256, 168, 339, 205, 658, 401, 749, 407, 747, 427, 781, 413, 809, 461, 176, 119
org.eclipse.uml2.diagram.clazz, 372, 230, 312, 191, 427, 238, 744, 430, 882, 456, 867, 478, 885, 462, 895, 478, 222, 150
org.eclipse.uml2.diagram.clazz.search, 9, 9, 0, 0, 0, 0, 25, 25, 19, 16, 22, 21, 17, 17, 17, 16, 0, 0
org.eclipse.uml2.diagram.codegen, 17, 10, 0, 0, 0, 0, 0, 0, 15, 11, 9, 6, 0, 0, 6, 6, 0, 0
org.eclipse.uml2.diagram.common, 400, 254, 334, 213, 498, 287, 814, 478, 974, 512, 945, 523, 942, 498, 987, 533, 246, 171
org.eclipse.uml2.diagram.component, 289, 190, 207, 134, 295, 183, 609, 371, 709, 379, 693, 389, 737, 388, 725, 406, 161, 105
org.eclipse.uml2.diagram.csd, 292, 194, 222, 148, 323, 192, 618, 379, 712, 389, 692, 395, 744, 398, 750, 419, 174, 116
org.eclipse.uml2.diagram.deploy, 292, 192, 222, 145, 320, 189, 608, 372, 709, 391, 700, 397, 746, 397, 759, 425, 167, 109
org.eclipse.uml2.diagram.parser, 280, 179, 208, 134, 265, 159, 567, 351, 663, 351, 660, 376, 687, 350, 672, 381, 146, 97
org.eclipse.uml2.diagram.profile, 285, 190, 206, 132, 280, 173, 599, 365, 705, 380, 662, 381, 725, 383, 738, 415, 166, 110
org.eclipse.uml2.diagram.statemachine, 285, 189, 206, 134, 286, 178, 599, 365, 703, 378, 656, 382, 720, 385, 734, 416, 162, 109
org.eclipse.uml2.diagram.usecase, 305, 202, 230, 151, 328, 198, 620, 377, 725, 391, 691, 403, 764, 410, 795, 439, 177, 124
org.eclipse.uml2.search, 54, 48, 70, 59, 82, 69, 116, 100, 152, 136, 133, 112, 103, 96, 129, 117, 16, 15
org.eclipse.uml2.search.common.ui, 11, 11, 16, 15, 14, 13, 39, 36, 40, 33, 36, 34, 49, 48, 43, 40, 0, 0
org.eclipse.uml2.search.ocl, 52, 46, 69, 58, 78, 65, 115, 100, 149, 133, 131, 110, 101, 94, 117, 107, 16, 15
org.eclipse.uml2.search.ui, 53, 45, 64, 52, 70, 59, 111, 94, 132, 120, 99, 85, 91, 84, 107, 100, 9, 8
org.eclipse.uml2.uml, 1193, 649, 1386, 712, 1570, 830, 2949, 1408, 3575, 1652, 3549, 1658, 3603, 1660, 3727, 1736, 1119, 680
org.eclipse.uml2.uml.ecore.importer, 143, 99, 171, 117, 185, 136, 283, 210, 251, 189, 359, 248, 320, 221, 281, 200, 66, 59
org.eclipse.uml2.uml.edit, 734, 466, 752, 450, 905, 544, 1735, 948, 2150, 1126, 2081, 1101, 1943, 1023, 2029, 1110, 567, 388
org.eclipse.uml2.uml.editor, 182, 136, 254, 154, 253, 184, 501, 335, 528, 343, 477, 323, 370, 267, 458, 340, 105, 79
org.eclipse.update.configurator, 110439, 31898, 143739, 42166, 194221, 57909, 313537, 86145, 352242, 98080, 350645, 99723, 350430, 100143, 390560, 110330, 128815, 55906
org.eclipse.update.core, 109214, 31549, 143292, 41820, 193989, 57595, 312979, 85715, 352554, 97655, 351518, 99241, 351315, 99782, 392210, 109973, 129368, 55968
org.eclipse.update.scheduler, 110023, 31661, 144289, 41985, 195121, 57813, 312979, 85958, 352242, 97927, 351692, 99520, 351546, 100108, 392887, 110342, 129588, 56079
org.eclipse.update.ui, 2329, 868, 3114, 1124, 3712, 1375, 5207, 1920, 5478, 2121, 5799, 2234, 5957, 2287, 6608, 2604, 1934, 1142
org.eclipse.ve.cde, 270, 149, 389, 219, 548, 299, 1192, 621, 1379, 729, 1588, 796, 1474, 749, 1764, 877, 458, 297
org.eclipse.ve.java.core, 561, 234, 960, 396, 1393, 618, 2774, 1151, 3565, 1494, 3973, 1588, 4183, 1611, 4488, 1791, 1400, 801
org.eclipse.ve.jfc, 245, 138, 370, 206, 504, 271, 1066, 563, 1267, 664, 1460, 730, 1365, 689, 1645, 816, 443, 285
org.eclipse.ve.propertysheet, 251, 140, 368, 206, 488, 263, 1080, 565, 1273, 652, 1463, 721, 1358, 676, 1638, 809, 416, 267
org.eclipse.ve.swt, 62, 33, 177, 74, 210, 89, 456, 184, 572, 212, 736, 261, 714, 255, 783, 285, 205, 111
org.eclipse.wst.command.env, 13778, 9209, 17900, 12039, 21066, 14242, 33934, 21785, 41503, 25762, 45241, 27491, 45944, 28062, 52274, 31097, 16974, 12978
org.eclipse.wst.command.env.ui, 814, 704, 921, 802, 1016, 843, 1484, 1241, 1629, 1363, 1627, 1367, 1490, 1253, 1744, 1425, 525, 471
org.eclipse.wst.common.core, 73, 63, 107, 96, 120, 103, 147, 135, 181, 158, 188, 167, 188, 161, 200, 173, 47, 44
org.eclipse.wst.common.emf, 59948, 21991, 83088, 29668, 102972, 37580, 155399, 53765, 173595, 60780, 180981, 62862, 182284, 64060, 202396, 70371, 65858, 34816
org.eclipse.wst.common.emfworkbench.integration, 59727, 21957, 82524, 29593, 101432, 37462, 152065, 53413, 169624, 60341, 176916, 62423, 177758, 63509, 197009, 69721, 64364, 34361
org.eclipse.wst.common.environment, 2517, 2057, 3372, 2669, 4016, 3104, 5795, 4515, 6506, 5002, 6639, 5074, 6442, 4934, 7183, 5324, 2346, 2010
org.eclipse.wst.common.frameworks, 77713, 24015, 106877, 32285, 131199, 40787, 198035, 58366, 222261, 66399, 229913, 68757, 231572, 70120, 256355, 76848, 83629, 39199
org.eclipse.wst.common.frameworks.ui, 30116, 15365, 39855, 19332, 48006, 23605, 71909, 34317, 79337, 37729, 79283, 37597, 75020, 36472, 83707, 40118, 27408, 17441
org.eclipse.wst.common.modulecore, 54716, 21482, 76733, 29103, 95031, 36781, 142943, 52408, 161279, 59367, 169204, 61443, 169865, 62408, 188225, 68634, 61528, 33915
org.eclipse.wst.common.project.facet.core, 75421, 24135, 104564, 32429, 129474, 41210, 196487, 58753, 219714, 66554, 227868, 68832, 229386, 70167, 253771, 76966, 82587, 39188
org.eclipse.wst.common.project.facet.ui, 4685, 3787, 6090, 4817, 6796, 5427, 9842, 7842, 10684, 8521, 10490, 8487, 9658, 7850, 11057, 8833, 3591, 3128
org.eclipse.wst.common.snippets, 2256, 1859, 2551, 2053, 3026, 2369, 4439, 3503, 4884, 3783, 5027, 3860, 4787, 3624, 5853, 4218, 1839, 1498
org.eclipse.wst.common.ui, 1866, 1357, 2692, 1903, 3109, 2220, 4439, 3136, 4999, 3463, 5413, 3664, 5206, 3603, 5648, 3930, 1840, 1514
org.eclipse.wst.common.uriresolver, 31612, 14455, 44334, 19487, 53842, 24085, 77228, 33229, 86856, 37741, 93889, 40042, 93786, 40774, 103821, 44734, 33601, 21051
org.eclipse.wst.css.core, 18732, 9433, 26596, 12985, 32208, 15707, 45207, 21102, 51485, 24354, 55954, 26132, 55441, 26464, 61490, 28935, 20070, 13316
org.eclipse.wst.css.ui, 13350, 7108, 19337, 10006, 23513, 12005, 33712, 16550, 38724, 19143, 42155, 20575, 41481, 20691, 46291, 22743, 15320, 10287
org.eclipse.wst.dtd.core, 42454, 18739, 60592, 25582, 75346, 32663, 113162, 46904, 129602, 53740, 136267, 55684, 135266, 56312, 150515, 62089, 48833, 29800
org.eclipse.wst.dtd.ui, 23758, 12048, 34593, 16684, 42672, 20713, 61937, 28905, 69921, 32816, 75802, 35140, 75706, 35622, 83979, 39256, 27389, 17999
org.eclipse.wst.html.core, 27228, 12244, 38585, 16776, 46757, 20277, 65913, 27240, 74504, 31256, 80327, 33269, 81516, 34291, 89874, 37364, 28925, 18065
org.eclipse.wst.html.ui, 40108, 17444, 57876, 24045, 71186, 30172, 106221, 42877, 121689, 48975, 127843, 50917, 127106, 51413, 141128, 56555, 45782, 27664
org.eclipse.wst.internet.cache, 24929, 12565, 34684, 16884, 41841, 20606, 59413, 28234, 67228, 32260, 71951, 34280, 71922, 34741, 79891, 38128, 25857, 17482
org.eclipse.wst.internet.monitor.core, 395, 325, 486, 384, 542, 424, 708, 557, 857, 675, 975, 763, 915, 698, 1092, 804, 355, 284
org.eclipse.wst.internet.monitor.ui, 395, 324, 487, 382, 530, 413, 711, 559, 854, 671, 978, 762, 913, 697, 1087, 798, 347, 278
org.eclipse.wst.javascript.core, 54, 25, 85, 47, 89, 47, 144, 66, 178, 103, 218, 119, 231, 130, 380, 191, 85, 59
org.eclipse.wst.javascript.ui, 25, 14, 53, 26, 42, 27, 109, 68, 98, 76, 104, 72, 119, 88, 179, 128, 38, 31
org.eclipse.wst.jsdt.core, 50835, 19825, 71024, 26926, 86542, 33393, 128586, 47236, 143484, 53311, 150473, 55179, 150696, 56042, 168062, 61439, 55002, 30231
org.eclipse.wst.jsdt.manipulation, 46151, 18956, 63635, 25671, 77910, 31858, 115294, 45161, 128295, 50883, 133412, 52335, 133046, 52989, 148154, 58141, 48539, 27692
org.eclipse.wst.jsdt.ui, 46085, 18952, 63640, 25656, 77881, 31847, 115422, 45138, 128411, 50818, 133691, 52332, 133455, 52975, 148568, 58120, 48650, 27764
org.eclipse.wst.jsdt.web.core, 26711, 11830, 40305, 16771, 49450, 20508, 71366, 27953, 81647, 32126, 90026, 34704, 90299, 35349, 100730, 38968, 32935, 19250
org.eclipse.wst.jsdt.web.support.jsp, 9068, 4874, 13837, 7101, 16914, 8546, 24349, 11745, 28294, 13751, 30513, 14643, 28914, 14316, 32282, 15645, 10668, 7117
org.eclipse.wst.jsdt.web.ui, 13563, 7152, 19589, 10098, 23954, 12173, 34010, 16514, 38670, 18882, 42238, 20225, 41557, 20371, 46427, 22399, 15285, 10165
org.eclipse.wst.server.core, 42006, 17837, 60140, 24430, 75151, 30855, 112246, 43848, 128070, 50035, 135095, 51996, 133191, 52130, 147606, 57174, 48418, 28322
org.eclipse.wst.server.http.core, 2383, 1612, 2975, 2004, 3885, 2516, 5689, 3618, 6366, 4011, 6322, 4016, 5554, 3666, 6218, 4006, 2053, 1554
org.eclipse.wst.server.http.ui, 152, 138, 180, 168, 197, 175, 345, 308, 309, 287, 373, 332, 285, 264, 308, 281, 111, 103
org.eclipse.wst.server.preview.adapter, 2960, 2142, 3565, 2577, 4165, 2894, 6359, 4333, 7110, 4760, 7082, 4727, 6351, 4401, 7300, 4898, 2423, 1882
org.eclipse.wst.server.ui, 41826, 17784, 59977, 24368, 74953, 30795, 112274, 43751, 128119, 49957, 135089, 51889, 133154, 52022, 147568, 57092, 48389, 28302
org.eclipse.wst.sse.core, 66677, 23989, 91679, 32134, 114470, 41233, 172751, 59046, 194749, 67035, 205032, 69427, 207665, 71019, 229823, 77793, 74220, 39344
org.eclipse.wst.sse.ui, 45320, 19573, 64144, 26545, 80754, 33946, 120670, 48781, 137615, 55592, 145149, 57655, 144911, 58463, 160604, 64275, 51891, 31174
org.eclipse.wst.validation, 53396, 21278, 75927, 28983, 94890, 36954, 143637, 52983, 162916, 60214, 172442, 62260, 173033, 63262, 192166, 69626, 62619, 34664
org.eclipse.wst.validation.ui, 2747, 2451, 3146, 2777, 3913, 3441, 5711, 5085, 6137, 5495, 6220, 5539, 5939, 5272, 6844, 5972, 2243, 2055
org.eclipse.wst.web, 40555, 17940, 58483, 24620, 73173, 31119, 110376, 44294, 126002, 50551, 136219, 52620, 136643, 53087, 152690, 58514, 51091, 29300
org.eclipse.wst.web.ui, 4561, 3684, 5941, 4709, 6519, 5254, 9624, 7622, 10426, 8293, 10208, 8247, 9340, 7547, 10763, 8576, 3601, 3128
org.eclipse.wst.ws, 12299, 8548, 16029, 11245, 18767, 13242, 30922, 20533, 38420, 24494, 41902, 26115, 42752, 26724, 48869, 29704, 15827, 12232
org.eclipse.wst.ws.explorer, 548, 485, 621, 533, 703, 588, 1006, 849, 1175, 969, 1199, 1000, 1150, 955, 1389, 1103, 390, 354
org.eclipse.wst.ws.parser, 608, 520, 666, 565, 772, 635, 1094, 898, 1181, 979, 1178, 990, 1137, 948, 1311, 1060, 368, 330
org.eclipse.wst.ws.service.policy, 11932, 8330, 15712, 11051, 18481, 13066, 30558, 20318, 38185, 24371, 41701, 25952, 42541, 26638, 48667, 29604, 15782, 12214
org.eclipse.wst.ws.service.policy.ui, 72103, 22475, 101783, 30504, 125781, 38215, 189830, 54065, 213686, 61316, 222061, 63486, 222939, 64667, 246938, 70757, 80519, 37127
org.eclipse.wst.ws.ui, 750, 664, 845, 761, 917, 783, 1266, 1102, 1289, 1133, 1357, 1209, 1234, 1099, 1447, 1251, 442, 416
org.eclipse.wst.wsdl, 1619, 1019, 2463, 1455, 2935, 1691, 4073, 2354, 4781, 2670, 5173, 2795, 5085, 2775, 5894, 3084, 1773, 1213
org.eclipse.wst.wsdl.ui, 443, 349, 687, 509, 747, 549, 959, 740, 1085, 846, 1122, 886, 1129, 867, 1248, 919, 392, 327
org.eclipse.wst.wsdl.validation, 39828, 17257, 57470, 23823, 71426, 29947, 106117, 42482, 121536, 48622, 127643, 50454, 126489, 50940, 140497, 55987, 45526, 27387
org.eclipse.wst.wsi, 647, 441, 804, 552, 983, 665, 1413, 926, 1404, 989, 1545, 1081, 1626, 1139, 1745, 1254, 484, 395
org.eclipse.wst.wsi.ui, 27578, 12454, 39814, 17181, 47651, 20810, 67249, 28129, 75781, 31987, 82308, 34270, 81364, 34399, 90486, 37775, 29399, 18162
org.eclipse.wst.xml.core, 57565, 22277, 80390, 30038, 100730, 38458, 151860, 55030, 172279, 62535, 181797, 64643, 182816, 65902, 202833, 72346, 65836, 36106
org.eclipse.wst.xml.ui, 26864, 13022, 38194, 17816, 47172, 22090, 68534, 30831, 77577, 35053, 84181, 37381, 84577, 38094, 93772, 41845, 30438, 19542
org.eclipse.wst.xml.xpath.ui, 21, 18, 35, 20, 40, 24, 46, 28, 35, 22, 10, 8, 39, 19, 15, 10, 0, 0
org.eclipse.wst.xsd.core, 42602, 18702, 60709, 25559, 76155, 32650, 113735, 46767, 130350, 53537, 137071, 55576, 136530, 56210, 152052, 62053, 49190, 29857
org.eclipse.wst.xsd.ui, 1105, 825, 1522, 1075, 1741, 1230, 2290, 1681, 2542, 1852, 2585, 1925, 2582, 1872, 2932, 2084, 875, 727
org.eclipse.wst.xsl.core, 2050, 924, 3748, 1450, 4291, 1664, 4504, 1618, 3838, 1441, 3212, 1197, 3378, 1311, 3930, 1535, 1221, 737
org.eclipse.wst.xsl.debug.ui, 1010, 605, 1886, 1014, 2290, 1190, 2411, 1170, 2141, 1053, 1760, 869, 1804, 905, 2124, 1072, 624, 456
org.eclipse.wst.xsl.launching, 15, 10, 25, 19, 8, 6, 22, 11, 16, 11, 23, 13, 24, 11, 22, 9, 0, 0
org.eclipse.wst.xsl.ui, 40, 32, 56, 31, 40, 32, 89, 60, 72, 38, 65, 35, 60, 36, 75, 45, 13, 9
org.eclipse.xsd, 13203, 7510, 18696, 10224, 21877, 12155, 30854, 16585, 35118, 18802, 35981, 19443, 36178, 19569, 40295, 21522, 12933, 9220
org.eclipse.xsd.ecore.importer, 123, 80, 107, 73, 189, 127, 240, 160, 211, 142, 258, 159, 243, 163, 226, 145, 62, 53
org.eclipse.xsd.edit, 21, 17, 0, 0, 9, 8, 21, 13, 12, 9, 0, 0, 21, 17, 16, 15, 0, 0
org.eclipse.xsd.editor, 12, 9, 0, 0, 0, 0, 16, 9, 10, 7, 0, 0, 9, 8, 0, 0, 0, 0
org.eclipse.ajdt.mylyn.ui, 0, 0, 10, 7, 425, 204, 1222, 520, 1577, 680, 2789, 1339, 4028, 1960, 4764, 2342, 1503, 1070
org.eclipse.birt.core.script.function, 0, 0, 20, 8, 0, 0, 142, 83, 285, 145, 323, 177, 435, 225, 541, 282, 137, 90
org.eclipse.birt.report.engine.emitter.prototype.excel, 0, 0, 7, 6, 8, 8, 0, 0, 0, 0, 12, 9, 22, 15, 8, 6, 0, 0
org.eclipse.birt.report.item.crosstab.core, 0, 0, 40, 15, 24, 8, 303, 158, 543, 271, 738, 374, 837, 419, 1084, 536, 299, 187
org.eclipse.cdt.errorparsers.xlc, 0, 0, 7, 6, 13, 7, 7, 6, 26, 14, 32, 17, 32, 17, 46, 28, 9, 7
org.eclipse.contribution.visualiser, 0, 0, 6, 6, 0, 0, 20, 18, 36, 31, 17, 17, 34, 33, 27, 23, 0, 0
org.eclipse.datatools.enablement.oda.ws, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 17, 17, 7, 7, 20, 18, 0, 0
org.eclipse.dltk.javascript.launching, 0, 0, 17, 7, 0, 0, 36, 20, 88, 38, 101, 36, 108, 37, 86, 35, 8, 6
org.eclipse.dltk.javascript.ui, 0, 0, 40, 18, 25, 9, 88, 46, 123, 62, 217, 115, 323, 161, 343, 171, 76, 54
org.eclipse.dltk.python.launching, 0, 0, 7, 6, 15, 6, 37, 15, 117, 44, 91, 32, 104, 32, 83, 32, 15, 6
org.eclipse.dltk.python.ui, 0, 0, 11, 7, 18, 6, 31, 10, 25, 8, 19, 11, 25, 12, 31, 11, 0, 0
org.eclipse.dltk.validators.externalchecker, 0, 0, 119, 58, 351, 165, 627, 289, 651, 310, 1083, 488, 1509, 694, 1979, 898, 582, 368
org.eclipse.ecf.provider.jgroups, 0, 0, 17, 6, 15, 8, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ecf.provider.jms, 0, 0, 17, 6, 9, 6, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ecf.provider.jms.activemq, 0, 0, 14, 6, 9, 6, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ecf.provider.jms.weblogic, 0, 0, 14, 6, 9, 6, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ecf.provider.yahoo, 0, 0, 26, 9, 16, 7, 0, 0, 14, 7, 9, 6, 0, 0, 0, 0, 0, 0
org.eclipse.ecf.provider.yahoo.ui, 0, 0, 18, 6, 11, 6, 0, 0, 13, 6, 0, 0, 0, 0, 17, 7, 0, 0
org.eclipse.externaltools, 0, 0, 28, 7, 30, 10, 71, 21, 72, 18, 51, 16, 63, 14, 82, 24, 19, 12
org.eclipse.hyades.statistical.ui, 0, 0, 9, 6, 0, 0, 13, 6, 30, 12, 41, 8, 36, 7, 25, 9, 0, 0
org.eclipse.jst.j2ee.ejb.annotation.model, 0, 0, 7, 6, 6, 6, 13, 13, 6, 6, 8, 7, 7, 6, 14, 10, 0, 0
org.eclipse.jst.j2ee.ejb.annotations.emitter, 0, 0, 7, 6, 0, 0, 13, 13, 12, 12, 8, 7, 7, 6, 14, 10, 0, 0
org.eclipse.jst.j2ee.ejb.annotations.ui, 0, 0, 8, 6, 6, 6, 14, 14, 6, 6, 8, 7, 7, 6, 14, 10, 0, 0
org.eclipse.jst.jsf.facelet.core, 0, 0, 62, 34, 395, 141, 876, 275, 1262, 377, 1463, 450, 1742, 539, 2038, 634, 654, 352
org.eclipse.jst.jsf.facelet.ui, 0, 0, 35, 24, 168, 80, 367, 168, 502, 220, 687, 294, 842, 352, 995, 429, 262, 176
org.eclipse.jst.ws.axis2.creation.core, 0, 0, 24, 20, 14, 14, 28, 23, 24, 23, 51, 43, 42, 33, 72, 55, 7, 6
org.eclipse.mtj.core, 0, 0, 20, 7, 22, 7, 72, 40, 318, 121, 507, 171, 570, 203, 745, 234, 230, 115
org.eclipse.mtj.core.hooks, 0, 0, 20, 7, 22, 7, 72, 40, 314, 120, 503, 170, 570, 202, 742, 235, 234, 116
org.eclipse.mtj.core.preverifier, 0, 0, 21, 7, 17, 6, 60, 33, 272, 99, 442, 145, 520, 174, 683, 208, 216, 109
org.eclipse.mtj.toolkit.uei, 0, 0, 21, 7, 0, 0, 56, 31, 266, 99, 413, 133, 487, 164, 672, 209, 216, 107
org.eclipse.mtj.ui, 0, 0, 11, 7, 13, 6, 44, 27, 166, 85, 228, 102, 274, 134, 416, 184, 116, 70
org.eclipse.mylyn.sandbox.ui, 0, 0, 45, 16, 26, 11, 133, 29, 200, 42, 233, 63, 248, 68, 330, 81, 48, 23
org.eclipse.photran.cdtinterface, 0, 0, 19, 6, 115, 39, 225, 75, 187, 76, 296, 102, 240, 85, 360, 121, 88, 44
org.eclipse.photran.core, 0, 0, 35, 11, 163, 46, 343, 87, 302, 96, 441, 129, 378, 108, 489, 145, 108, 50
org.eclipse.photran.core.vpg, 0, 0, 48, 17, 162, 46, 348, 87, 303, 95, 449, 130, 371, 108, 486, 145, 109, 50
org.eclipse.platform, 0, 0, 45, 15, 57, 13, 47, 12, 75, 17, 77, 16, 72, 17, 106, 25, 23, 10
org.eclipse.rse.useractions, 0, 0, 21, 18, 29, 19, 34, 22, 38, 21, 43, 22, 52, 26, 51, 27, 8, 8
org.eclipse.stp.soas.deploy.models.deployfile.edit, 0, 0, 13, 13, 0, 0, 34, 32, 17, 15, 6, 6, 0, 0, 18, 16, 0, 0
org.eclipse.stp.soas.deploy.tomcat, 0, 0, 6, 6, 10, 8, 7, 7, 0, 0, 7, 7, 10, 7, 0, 0, 0, 0
org.eclipse.tptp.test.tools.junit.plugin, 0, 0, 9, 8, 0, 0, 6, 6, 14, 13, 10, 9, 21, 21, 6, 6, 0, 0
org.eclipse.wst.jsdt.atfdebug, 0, 0, 26, 9, 25, 15, 74, 39, 191, 69, 278, 119, 394, 165, 695, 251, 186, 105
org.eclipse.birt.integration.wtp.ui, 0, 0, 0, 0, 12, 9, 18, 12, 55, 36, 84, 52, 80, 49, 153, 99, 38, 27
org.eclipse.bpel.common.model, 0, 0, 0, 0, 22, 8, 24, 13, 39, 22, 43, 17, 13, 7, 41, 22, 15, 8
org.eclipse.bpel.model, 0, 0, 0, 0, 22, 8, 24, 13, 38, 22, 43, 16, 13, 7, 38, 21, 22, 13
org.eclipse.bpel.runtimes, 0, 0, 0, 0, 21, 10, 35, 18, 42, 22, 73, 25, 20, 11, 49, 28, 21, 10
org.eclipse.bpel.validator, 0, 0, 0, 0, 21, 8, 25, 13, 40, 22, 40, 15, 13, 7, 21, 14, 14, 7
org.eclipse.cdt.debug.gdbjtag.core, 0, 0, 0, 0, 8, 6, 0, 0, 13, 7, 8, 6, 0, 0, 7, 6, 0, 0
org.eclipse.cdt.debug.gdbjtag.ui, 0, 0, 0, 0, 8, 6, 0, 0, 10, 7, 7, 6, 0, 0, 0, 0, 0, 0
org.eclipse.dali.core, 0, 0, 0, 0, 6, 6, 11, 10, 47, 28, 93, 58, 133, 72, 252, 133, 67, 51
org.eclipse.datatools.connectivity.oda.flatfile, 0, 0, 0, 0, 12, 9, 12, 8, 6, 6, 6, 6, 0, 0, 9, 6, 0, 0
org.eclipse.datatools.enablement.oda.xml, 0, 0, 0, 0, 12, 10, 0, 0, 8, 6, 7, 7, 7, 6, 0, 0, 0, 0
org.eclipse.dltk.ruby.activestatedebugger, 0, 0, 0, 0, 7, 7, 12, 7, 9, 6, 0, 0, 8, 8, 14, 13, 0, 0
org.eclipse.emf.mapping.ecore2ecore.editor, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.gmf.runtime.draw2d.ui.render.awt, 0, 0, 0, 0, 6, 6, 8, 7, 43, 34, 56, 40, 35, 25, 58, 34, 11, 7
org.eclipse.jst.j2ee.xdoclet.runtime, 0, 0, 0, 0, 21, 7, 47, 24, 15, 7, 35, 21, 22, 19, 50, 33, 12, 7
org.eclipse.photran.ui, 0, 0, 0, 0, 69, 21, 142, 52, 74, 32, 153, 63, 96, 37, 144, 49, 34, 15
org.eclipse.photran.ui.vpg, 0, 0, 0, 0, 66, 19, 139, 54, 74, 33, 156, 62, 95, 35, 156, 52, 29, 13
org.eclipse.rse.tests, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 22, 7, 31, 13, 0, 0, 0, 0
org.eclipse.stp.soas.deploy.runtime.tuscany, 0, 0, 0, 0, 11, 8, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.team.cvs.ssh, 0, 0, 0, 0, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ui.examples.fieldassist, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ui.examples.readmetool, 0, 0, 0, 0, 18, 10, 16, 7, 38, 14, 52, 12, 39, 8, 27, 10, 0, 0
org.eclipse.am3.tools.tge, 0, 0, 0, 0, 0, 0, 74, 6, 31, 7, 85, 6, 0, 0, 0, 0, 0, 0
org.eclipse.atf.compatibility.php.core, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 16, 6, 0, 0, 12, 7, 0, 0
org.eclipse.dltk.javascript.core, 0, 0, 0, 0, 0, 0, 41, 15, 133, 51, 372, 160, 603, 240, 754, 288, 156, 109
org.eclipse.dltk.javascript.debug.ui, 0, 0, 0, 0, 0, 0, 8, 7, 8, 6, 16, 13, 32, 24, 25, 15, 6, 6
org.eclipse.dltk.python.debug.ui, 0, 0, 0, 0, 0, 0, 20, 11, 13, 6, 23, 15, 10, 6, 21, 11, 6, 6
org.eclipse.dltk.xotcl.core, 0, 0, 0, 0, 0, 0, 12, 7, 0, 0, 11, 8, 11, 6, 16, 8, 0, 0
org.eclipse.emf.databinding, 0, 0, 0, 0, 0, 0, 49, 33, 81, 37, 97, 56, 93, 56, 50, 38, 7, 6
org.eclipse.emf.databinding.edit, 0, 0, 0, 0, 0, 0, 32, 20, 75, 34, 84, 49, 90, 55, 51, 41, 8, 7
org.eclipse.gmt.tcs.actions, 0, 0, 0, 0, 0, 0, 74, 6, 29, 6, 79, 6, 0, 0, 0, 0, 0, 0
org.eclipse.gmt.tcs.emfresource, 0, 0, 0, 0, 0, 0, 73, 6, 31, 7, 84, 6, 0, 0, 0, 0, 0, 0
org.eclipse.gmt.tcs.metadata, 0, 0, 0, 0, 0, 0, 73, 6, 30, 7, 101, 6, 0, 0, 0, 0, 0, 0
org.eclipse.jst.jsf.metadataprocessors, 0, 0, 0, 0, 0, 0, 9, 8, 17, 8, 10, 8, 21, 13, 45, 19, 12, 8
org.eclipse.jst.jsf.validation.el, 0, 0, 0, 0, 0, 0, 9, 8, 17, 8, 10, 8, 22, 13, 45, 19, 12, 8
org.eclipse.m2m.atl.dsls, 0, 0, 0, 0, 0, 0, 75, 6, 28, 6, 69, 6, 0, 0, 0, 0, 0, 0
org.eclipse.m2m.qvt.oml.emf.util, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 12, 6, 9, 6, 0, 0
org.eclipse.mat.api, 0, 0, 0, 0, 0, 0, 7, 6, 11, 7, 13, 9, 13, 9, 13, 9, 0, 0
org.eclipse.mat.ui, 0, 0, 0, 0, 0, 0, 10, 8, 12, 7, 13, 9, 16, 10, 16, 10, 7, 6
org.eclipse.mtj.toolkit.mpowerplayer, 0, 0, 0, 0, 0, 0, 14, 12, 47, 34, 8, 6, 29, 23, 29, 22, 8, 8
org.eclipse.nab.core, 0, 0, 0, 0, 0, 0, 136, 46, 323, 111, 570, 178, 636, 223, 794, 311, 217, 119
org.eclipse.photran.managedbuilder.core, 0, 0, 0, 0, 0, 0, 20, 9, 13, 6, 0, 0, 12, 6, 13, 8, 0, 0
org.eclipse.ptp.core, 0, 0, 0, 0, 0, 0, 25, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ptp.debug.core, 0, 0, 0, 0, 0, 0, 23, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
