command, executeCount200807, userCount200807, executeCount200808, userCount200808, executeCount200809, userCount200809, executeCount200810, userCount200810, executeCount200811, userCount200811, executeCount200812, userCount200812, executeCount200901, userCount200901, executeCount200902, userCount200902, executeCount200903, userCount200903
org.eclipse.ui.project.buildLast, 0, 0, 0, 0, 21, 6, 18, 9, 38, 9, 94, 9, 94, 17, 44, 13, 46, 9
org.eclipse.ui.window.previousPerspective, 0, 0, 0, 0, 53, 17, 47, 24, 70, 39, 37, 19, 31, 19, 16, 14, 9, 6
org.eclipse.wst.jsdt.ui.edit.text.java.search.declarations.in.workspace, 0, 0, 0, 0, 8, 6, 14, 10, 0, 0, 0, 0, 15, 12, 20, 18, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.show.outline, 0, 0, 0, 0, 17, 7, 28, 12, 38, 14, 30, 11, 22, 12, 31, 18, 7, 6
org.eclipse.cdt.ui.navigate.open.type.in.hierarchy, 0, 0, 0, 0, 0, 0, 19, 15, 11, 7, 18, 10, 10, 6, 16, 12, 0, 0
org.eclipse.datatools.connectivity.commands.export, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0
org.eclipse.datatools.sqltools.sqlscrapbook.commands.openscrapbook, 0, 0, 0, 0, 0, 0, 23, 15, 75, 55, 70, 51, 72, 51, 108, 74, 9, 8
org.eclipse.debug.ui.commands.ProfileLast, 0, 0, 0, 0, 0, 0, 18, 9, 8, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.debug.ui.commands.Suspend, 0, 0, 0, 0, 0, 0, 11, 10, 7, 7, 17, 11, 32, 21, 29, 23, 0, 0
org.eclipse.debug.ui.commands.ToggleMethodBreakpoint, 0, 0, 0, 0, 0, 0, 13, 7, 23, 7, 38, 11, 15, 8, 18, 10, 0, 0
org.eclipse.debug.ui.commands.ToggleWatchpoint, 0, 0, 0, 0, 0, 0, 7, 6, 15, 7, 14, 7, 13, 8, 15, 9, 0, 0
org.eclipse.gef.zoom_in, 0, 0, 0, 0, 0, 0, 17, 9, 20, 8, 27, 8, 0, 0, 0, 0, 0, 0
org.eclipse.gef.zoom_out, 0, 0, 0, 0, 0, 0, 22, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.jdt.debug.ui.commands.AddClassPrepareBreakpoint, 0, 0, 0, 0, 0, 0, 6, 6, 20, 15, 24, 21, 8, 8, 31, 28, 9, 9
org.eclipse.jdt.debug.ui.commands.Watch, 0, 0, 0, 0, 0, 0, 24, 13, 28, 17, 12, 10, 8, 6, 11, 10, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.implementors.in.project, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0, 0, 0, 13, 7, 11, 7, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.write.access.in.workspace, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.jdt.ui.navigate.gototype, 0, 0, 0, 0, 0, 0, 23, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.jst.jsp.ui.refactor.rename, 0, 0, 0, 0, 0, 0, 21, 16, 10, 8, 0, 0, 14, 7, 15, 8, 0, 0
org.eclipse.photran.ui.CommentCommand, 0, 0, 0, 0, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.rap.ui.launch.RAPLaunchShortcut.run, 0, 0, 0, 0, 0, 0, 34, 12, 0, 0, 11, 6, 0, 0, 0, 0, 0, 0
org.eclipse.team.svn.ui.command.CompareWithBranchCommand, 0, 0, 0, 0, 0, 0, 11, 6, 11, 10, 0, 0, 15, 6, 0, 0, 0, 0
org.eclipse.team.svn.ui.command.ReplaceWithBranchCommand, 0, 0, 0, 0, 0, 0, 12, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.ui.edit.text.cut.line, 0, 0, 0, 0, 0, 0, 61, 7, 178, 9, 135, 11, 66, 7, 79, 7, 0, 0
org.eclipse.ui.window.previousView, 0, 0, 0, 0, 0, 0, 11, 9, 23, 14, 10, 7, 19, 11, 7, 6, 0, 0
org.eclipse.uml2.search.common.ui.handlers.OpenFilteredUMLClassMetaElementSelectionDialogHandler, 0, 0, 0, 0, 0, 0, 10, 7, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0
org.eclipse.wst.jsdt.ui.JavaPerspective, 0, 0, 0, 0, 0, 0, 19, 17, 28, 26, 6, 6, 10, 9, 16, 14, 7, 7
org.eclipse.wst.jsdt.ui.navigate.open.type, 0, 0, 0, 0, 0, 0, 17, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.wst.sse.ui.search.find.occurrences, 0, 0, 0, 0, 0, 0, 33, 17, 8, 8, 24, 16, 22, 13, 0, 0, 0, 0
org.eclipse.wst.xml.ui.gotoMatchingTag, 0, 0, 0, 0, 0, 0, 24, 8, 21, 6, 0, 0, 0, 0, 8, 6, 0, 0
org.eclipse.datatools.connectivity.commands.showcategory, 0, 0, 0, 0, 0, 0, 0, 0, 26, 16, 15, 8, 0, 0, 24, 8, 16, 6
org.eclipse.datatools.sqltools.sqleditor.toggleCommentAction, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.jdt.ui.edit.text.java.folding.collapseMembers, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.jdt.ui.edit.text.java.introduce.factory, 0, 0, 0, 0, 0, 0, 0, 0, 11, 8, 15, 6, 0, 0, 0, 0, 0, 0
org.eclipse.jdt.ui.edit.text.java.use.supertype, 0, 0, 0, 0, 0, 0, 0, 0, 8, 7, 6, 6, 0, 0, 7, 6, 0, 0
org.eclipse.mtj.launchShortcuts.run, 0, 0, 0, 0, 0, 0, 0, 0, 150, 13, 51, 8, 11, 6, 84, 20, 11, 7
org.eclipse.team.cvs.ui.checkout, 0, 0, 0, 0, 0, 0, 0, 0, 12, 8, 16, 8, 0, 0, 13, 10, 0, 0
org.eclipse.team.svn.ui.command.ExportCommand, 0, 0, 0, 0, 0, 0, 0, 0, 8, 6, 10, 6, 0, 0, 0, 0, 0, 0
org.eclipse.team.svn.ui.command.ReplaceWithRevisionCommand, 0, 0, 0, 0, 0, 0, 0, 0, 19, 12, 16, 12, 13, 9, 94, 27, 0, 0
org.eclipse.team.svn.ui.command.UnlockCommand, 0, 0, 0, 0, 0, 0, 0, 0, 10, 6, 22, 14, 0, 0, 29, 21, 0, 0
org.eclipse.ui.edit.text.removeTrailingWhitespace, 0, 0, 0, 0, 0, 0, 0, 0, 126, 7, 196, 9, 94, 9, 0, 0, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.clean.up, 0, 0, 0, 0, 0, 0, 0, 0, 8, 8, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.wst.sse.ui.structure.select.last, 0, 0, 0, 0, 0, 0, 0, 0, 18, 6, 0, 0, 0, 0, 0, 0, 0, 0
org.eclipse.cdt.ui.edit.text.c.remove.block.comment, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 0, 0, 0, 0, 0, 0
org.eclipse.dltk.ui.edit.text.script.toggle.comment, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 17, 7, 60, 6, 36, 9, 0, 0
org.eclipse.jdt.debug.ui.commands.ForceReturn, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 14, 8, 12, 8, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.declarations.in.working.set, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 7, 7, 0, 0
org.eclipse.jdt.ui.edit.text.remove.occurrence.annotations, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 10, 0, 0, 0, 0, 0, 0
org.eclipse.photran.debug.ui.localCShortcut.run, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 20, 7, 0, 0, 0, 0, 0, 0
org.eclipse.php.deubg.ui.phpexeShortcut.run, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 6, 28, 16, 177, 39, 19, 6
org.eclipse.php.perspective, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 8, 19, 18, 22, 17, 0, 0
org.eclipse.php.server.ui.phpServerShortcut.debug, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 7, 32, 6, 24, 9, 0, 0
org.eclipse.team.svn.ui.command.LockCommand, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 6, 10, 6, 55, 21, 0, 0
org.eclipse.team.svn.ui.command.SetKeywordsCommand, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 6, 21, 8, 0, 0, 0, 0
org.eclipse.trace.ui.jUnitShortcut.profile, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 7, 0, 0, 0, 0, 0, 0
org.eclipse.wst.jsdt.ui.edit.text.java.open.call.hierarchy, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0, 0, 0, 0, 0
org.eclipse.wst.sse.ui.goto.matching.bracket, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 0, 0, 39, 7, 0, 0
org.eclipse.dltk.ui.edit.text.script.open.hierarchy, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 6, 6, 0, 0
org.eclipse.jdt.ui.edit.text.java.find.broken.nls.keys, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 10, 7, 13, 10, 0, 0
org.eclipse.jdt.ui.edit.text.java.search.write.access.in.project, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 8, 8, 6, 0, 0
org.eclipse.php.ui.edit.text.rename.element, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 25, 7, 12, 6, 0, 0
org.eclipse.ui.window.hideShowEditors, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 22, 6, 0, 0, 0, 0
org.eclipse.ui.window.minimizePart, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0, 0, 0
org.eclipse.wst.xml.ui.disable.grammar.constraints, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 8, 14, 7, 0, 0
org.eclipse.birt.report.designer.ui.command.deleteGroupCommand, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 8, 0, 0
org.eclipse.jdt.ui.edit.text.java.folding.collapseComments, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 6, 0, 0
org.eclipse.jdt.ui.edit.text.java.open.super.implementation, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 6, 0, 0
org.eclipse.mylyn.context.ui.commands.task.attachContext, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0
org.eclipse.php.ui.edit.OpenFunctionsManualAction, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 0, 0
org.eclipse.php.ui.edit.text.show.phpdoc, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 7, 0, 0
